ردیف,رسته,شماره جواز,مدیر واحد صنفی,تلفن 1,تلفن 2,نشانی
85,خرده فروشي سکه طلا,۱۴۰۳۱۷۰۹۶۷,حسین محمدی,۵۵۰۰۵۰۵۹,۸۸۱۰۵۶۱۱,"آدرس:  خیابان  خانی  آباد  نو  اول  ۲۰متری  کوی  میعاد
پلاک  آبی:
کد  پستی:  ۱۸۹۱۶۶۷۴۹۴"
86,خرده فروشي سکه طلا,۱۴۰۳۳۶۲۰۶۱,فروغ	زنگنه نسب,۸۸۶۹۹۰۱۳,۸۸۱۰۵۶۱۱,"آدرس:  شهرک  غرب  خیابان  فرحزادی  خیابان  اناری  پاساژ  آریا
پلاک  آبی:
کد  پستی:  ۱۹۹۸۹۵۸۷۶۹"
87,خرده فروشي سکه طلا,۱۴۰۳۳۷۰۳۰۳,زهیر	رضوی,,۸۸۱۰۵۶۱۱,"آدرس:  تهران  سه  راه  کوشک  خیابان  فردوسی  خیابان  شهید  سروش  الدین  تقوی  مجتمع  اردهالی
پلاک  آبی:
کد  پستی:  ۱۱۴۵۶۳۳۹۱۱"
88,خرده فروشي سکه طلا,۱۴۰۳۴۰۹۵۴۶,حسین صباغیان,۵۵۸۸۴۸۶۵,۸۸۱۰۵۶۱۱,"آدرس:  عبدل  آباد  خیابان  شکوفه  خیابان  بدر  خیابان  ۳۵  شرقی  پاساژ  دیاموند
پلاک  آبی:
کد  پستی:  ۱۸۹۴۹۱۳۸۱۶"
89,خرده فروشي سکه طلا,,امیرحسین	اشرف زاده,۴۴۲۸۳۴۹۸,۸۸۱۰۵۶۱۱,"آدرس:  مرزداران  خیابان  البرز  مجتمع  تجاری  پردیسان
پلاک  آبی:
کد  پستی:  ۱۴۶۳۸۴۸۷۵۹"
90,خرده فروشي سکه طلا,۱۴۰۳۲۲۴۵۴۹,سید مهدی	نبی الهی,,۸۸۱۰۵۶۱۱,"آدرس:  جنت  اباد  جنوبی  پایین  تر  از  میدان  چهار  باغ  کوچه  گلستان  پاساژ  مارینا  مال
پلاک  آبی:
کد  پستی:  ۱۴۷۴۷۱۶۷۹۹"
91,خرده فروشي سکه طلا,۱۴۰۳۰۲۶۱۲۰,حامد	شیخعلی,۷۷۱۴۷۵۰۵,۸۸۱۰۵۶۱۱,"آدرس:  تهرانپارس  میدان  رهبر  خیابان  زهدی
پلاک  آبی:
کد  پستی:  ۱۶۵۷۹۴۳۳۵۷"
92,خرده فروشي سکه طلا,۱۴۰۳۸۰۹۳۶۷,حیدر	محمودی راشد,۷۷۵۳۹۲۵۰,۸۸۱۰۵۶۱۱,"آدرس:  خیابان  شریعتی  نرسیده  به  ملک  جنب  بانک  کشاورزی
پلاک  آبی:
کد  پستی:  ۱۵۶۵۸۴۶۱۱۴"
93,خرده فروشي سکه طلا,۰۳۳۵۳۳۶۰۱۱,حمید	قاره,۶۶۷۲۹۸۷۷,۸۸۱۰۵۶۱۱,"آدرس:  خیابان  فردوسی  روبروی  سفارت  ترکیه
پلاک  آبی:
کد  پستی:  ۱۱۳۵۹۳۷۵۵۱"
94,خرده فروشي سکه طلا,۱۴۰۳۰۲۵۷۳۸,زهرا	آل محمد,۲۶۴۰۹۸۴۴,۸۸۱۰۵۶۱۱,"آدرس:  میرداماد  نرسیده  به  میدان  مادر  پاساژ  آرش
پلاک  آبی:
کد  پستی:  ۱۵۴۷۹۳۴۴۴۴"
95,خرده فروشي سکه طلا,۱۴۰۳۵۴۰۸۸۶,حامد	نجاری,۴۴۶۰۷۹۴۰,۸۸۱۰۵۶۱۱,"آدرس:  جنت  آباباد  مرکزی  خیابان  دانش  پاساژ  طوبی
پلاک  آبی:
کد  پستی:  ۱۴۷۵۶۳۸۷۸۱"
96,خرده فروشي سکه طلا,۱۴۰۳۹۶۷۳۵۴,مهنوش  بهبودی,۶۶۲۹۱۹۶۷,۸۸۱۰۵۶۱۱,"آدرس:  شهرک  ولیعصر  خیابان  شهید  بهرامی  پاساژ  ۱۲۱
پلاک  آبی:
کد  پستی:  ۱۳۷۳۸۵۷۷۴۵"
97,خرده فروشي سکه طلا,۱۴۰۳۱۰۹۹۶۵,سیدمحمدحسن	نوری,۴۶۱۰۶۶۹۵,۸۸۱۰۵۶۱۱,"آدرس:  شهرک  راه  آهن  بلوار  امیرکبیر  پاساژ  برلیان
پلاک  آبی:
کد  پستی:  ۱۴۹۴۸۱۴۷۶۴"
98,خرده فروشي سکه طلا,۱۴۰۳۱۹۶۸۹۸,محسن عبداله زاده,۸۸۳۸۵۱۷۷,۸۸۱۰۵۶۱۱,"آدرس:  شهرک  غرب  بلوار  دادمان  خیابان  درختی  پاساژ  خلیج  فارس
پلاک  آبی:
کد  پستی:  ۱۴۶۸۶۹۳۸۱۳"
99,خرده فروشي سکه طلا,۱۴۰۳۱۵۶۶۷۵,محمد دستاران,۲۲۳۶۰۰۰۵,۸۸۱۰۵۶۱۱,"آدرس:  سعادت  آباد  میدان  کاج  خیابان  سرو  شرقی  نبش  خیابان  بهزاد
پلاک  آبی:
کد  پستی:  ۱۹۹۸۶۴۴۳۸۱"
100,خرده فروشي سکه طلا,۱۴۰۳۰۲۷۹۶۸,سامان گودرزی,۸۶۰۹۰۶۵۰۹,۸۸۱۰۵۶۱۱,"آدرس:  میدان  صنعت  بلوار  فرحزادی  مرکز  خرید  لیدوما
پلاک  آبی:
کد  پستی:  ۱۴۶۷۶۸۶۸۵۵"
101,خرده فروشي سکه طلا,۱۴۰۳۶۶۹۹۵۴,ارشیا	حبیبی,۴۶۱۲۴۳۹۱,۸۸۱۰۵۶۱۱,"آدرس:  جنت  آباد  جنوبی  پایین  تر  لاله  نبش  خیابان  گلستان  پنجم  مجتمع  تجاری  الماس
پلاک  آبی:
کد  پستی:  ۱۴۷۳۹۴۳۰۵۴"
102,خرده فروشي سکه طلا,۱۴۰۳۸۹۳۹۵۹,علی	اهوزی,۷۷۲۲۱۰۹۳,۸۸۱۰۵۶۱۱,"آدرس:  خیابان  شمیران  نو  خیابان  هنگام  خیابان  شهید  وارباز  شرقی  پاساژ  طلای  شمیران  نو
پلاک  آبی:
کد  پستی:  ۱۶۷۷۸۳۵۸۷۵"
103,خرده فروشي سکه طلا,۱۴۰۳۸۹۳۹۵۹,بهرام	طاعتی زاده,,۸۸۱۰۵۶۱۱,"آدرس:  پونک  اشرف  اصفهانی  مجتمع  تجاری  بوستان
پلاک  آبی:
کد  پستی:  ۱۴۷۶۸۹۵۴۵۶"
104,خرده فروشي سکه طلا,۰۴۶۶۵۲۹۱۴۹,ولی اله	بایرام زاده کلخوران,۶۶۳۴۰۲۸۶,۸۸۱۰۵۶۱۱,"آدرس:  میدان  فردوسی  خیابان  فردوسی  شمالی  مرکز  تجارت  جهانی  فردوسی
پلاک  آبی:
کد  پستی:  ۱۱۴۵۶۸۳۷۵۳"
105,خرده فروشي سکه طلا,۱۴۰۳۵۰۸۵۱۵,یزدان	یاراحمدی,۲۲۷۶۴۴۱۳,۸۸۱۰۵۶۱۱,"آدرس:  پاسداران  بالاتر  از  برج  سفید  مرکز  خرید  پاسداران
پلاک  آبی:
کد  پستی:  ۱۹۴۶۹۷۳۴۷۴"
106,خرده فروشي سکه طلا,۱۴۰۳۶۵۹۵۱۵,علیرضا همتی,۳۳۳۶۶۱۱۲,۸۸۱۰۵۶۱۱,"آدرس:  پیروزی  چهارراه  کوکا  کولا  پاساژ  کسا
پلاک  آبی:
کد  پستی:  ۱۷۶۵۶۹۳۱۶۳"
107,خرده فروشي سکه طلا,۱۴۰۳۴۰۲۹۴۶,حامد	روزبهانی,۸۸۰۸۲۶۰۰,۸۸۱۰۵۶۱۱,"آدرس:  شهرک  غرب  بلوار  فرحزادی  پاساژ  ستین  سنتر
پلاک  آبی:
کد  پستی:  ۱۴۶۶۸۱۳۰۲۴"
108,خرده فروشي سکه طلا,۰۴۱۴۵۵۹۶۹۴,ایمان	رمضانی,۶۶۳۴۰۲۶۷,۸۸۱۰۵۶۱۱,"آدرس:  میدان  فردوسی  ضلع  جنوب  شرقی  خیابان  گل  پرور
پلاک  آبی:
کد  پستی:  ۱۱۴۵۶۹۳۱۶۱"
109,خرده فروشي سکه طلا,۱۴۰۳۹۶۳۵۰۴,معصومه پیرویسی,۴۴۲۳۳۷۱۲,۸۸۱۰۵۶۱۱,"آدرس:  تهران  صادقیه  خیابان  ستارخان  مجتمع  کیمیا
پلاک  آبی:
کد  پستی:  ۱۴۵۱۷۹۳۷۴۸"
110,خرده فروشي سکه طلا,۱۴۰۳۵۰۹۳۹۰,پانته آ بهارلو,۲۶۶۴۵۴۲۵,۸۸۱۰۵۶۱۱,"آدرس:  میرداماد  روبروی  بانک  مرکزی  مجتمع  تجاری  رز
پلاک  آبی:
کد  پستی:  ۱۹۱۹۹۹۳۴۷۳"
111,خرده فروشي سکه طلا,۰۴۶۶۷۲۰۸۳۱,ولی الله  غلام پورفرد,۲۲۰۷۸۲۹۵,۸۸۱۰۵۶۱۱,"آدرس:  سعادت  آباد  میدان  شهید  تهرانی  مقدم  پاساژ  ابریشم
پلاک  آبی:
کد  پستی:  ۱۹۹۸۶۱۴۱۴۱"
112,خرده فروشي سکه طلا,۱۴۰۳۱۷۴۷۶۹,زهرا	مولائی,۴۴۲۹۹۵۳۳,۸۸۱۰۵۶۱۱,"آدرس:  ستارخان  بین  فلکه  اول  ودوم  صادقیه  پاساژولیعصر
پلاک  آبی:
کد  پستی:  ۱۴۵۱۶۳۶۵۵۷"
113,خرده فروشي سکه طلا,۱۴۰۳۵۵۵۹۴۸,فرزاد	مهینی اردبیلی,۲۲۱۳۱۷۰۰,۸۸۱۰۵۶۱۱,"آدرس:  سعادت  آباد  شهرک  قدس  بلوار  دادمان  خیابان  فخار  مقدم  نبش  خیابان  حافظی  مجتمع  تجاری  آرن
پلاک  آبی:
کد  پستی:  ۱۴۶۸۸۸۳۶۵۹"
114,خرده فروشي سکه طلا,۱۴۰۳۵۹۲۱۱۴,محمداحسان درگاهی,۴۴۵۸۵۲۴۸,۸۸۱۰۵۶۱۱,"آدرس:  تهرانسر  خیابان  اصلی  نبش  کوچه  ۱۵  پاساژ  سهند
پلاک  آبی:
کد  پستی:  ۱۳۸۸۷۶۶۸۶۵"
115,خرده فروشي سکه طلا,۱۴۰۳۰۱۶۴۸۷,محمد احمدی,۳۳۱۵۵۱۱۵,۸۸۱۰۵۶۱۱,"آدرس:  بیست  متری  افسریه  بین  ۱۵  متری  اول  و  دوم  بازار  بزرگ  افسریه
پلاک  آبی:
کد  پستی:  ۱۷۸۴۷۷۳۹۱۹"
116,خرده فروشي سکه طلا,۱۴۰۳۴۲۲۱۶۳,فرزاد	حق بین,۶۶۷۳۴۳۰۹,۸۸۱۰۵۶۱۱,"آدرس:  تهران  میدان  فردوسی  ابتدا  خیابان  انقلاب  مرکزخرید  فردوسی
پلاک  آبی:
کد  پستی:  ۱۱۳۱۹۶۳۶۹۴"
117,خرده فروشي سکه طلا,۱۴۰۳۴۸۰۰۵۹,کریم	فتحی,۸۸۳۷۴۸۹۵,۸۸۱۰۵۶۱۱,"آدرس:  شهرک  غرب  بلوار  فرحزادی  بلوار  دادمان  خیابان  درختی  مرکز  خرید  سپهر
پلاک  آبی:
کد  پستی:  ۱۴۶۸۸۱۳۳۳۵"
118,خرده فروشي سکه طلا,۰۴۶۶۵۶۱۷۸۶,جعفر	نقدلو,۸۸۸۹۷۷۱۴,۸۸۱۰۵۶۱۱,"آدرس:  خیابان  کریم  خان  زند  پاساژ  نگین  غربی  پلاک  ۱۵۱  طبقه  زیرهمکف  واحد  ۲۸
پلاک  آبی:
کد  پستی:  ۱۵۹۷۶۱۷۵۹۷"
119,خرده فروشي سکه طلا,۱۴۰۳۴۷۵۷۶۰,امیرحسین	قاسمی شهریاری,۶۶۸۳۵۴۰۵,۸۸۱۰۵۶۱۱,"آدرس:  خیابان  رودکی  بالاتر  از  هاشمی  پاساژالماس
پلاک  آبی:
کد  پستی:  ۱۳۴۶۶۶۵۳۸۶"
120,خرده فروشي سکه طلا,۰۴۶۶۶۷۸۷۴۹,عباسعلی بندرومی خیابانی,۲۲۵۰۰۶۵۰,۸۸۱۰۵۶۱۱,"آدرس:  خیابان  استاد  حسن  بنا  شمالی  بالاتر  از  میدان  ملت
پلاک  آبی:
کد  پستی:  ۱۶۷۳۸۳۵۷۱۵"
121,خرده فروشي سکه طلا,۱۴۰۳۹۵۷۳۸۹,رسول شریفی,,۸۸۱۰۵۶۱۱,"آدرس:  سعادت  آباد  میدان  کاج  پاساژ  کسری
پلاک  آبی:
کد  پستی:  ۱۹۹۸۶۱۳۱۶۷"
122,خرده فروشي سکه طلا,۱۴۰۳۹۶۷۸۹۱,حمیدرضا	گلچینی,۲۶۷۰۵۵۶۴,۸۸۱۰۵۶۱۱,"آدرس:  بلوارمیرداماد  بعد  از  مسجد  الغدیر  پاساژپاسارگاد
پلاک  آبی:
کد  پستی:  ۱۹۱۱۶۱۸۸۹۷"
123,خرده فروشي سکه طلا,۱۴۰۳۲۲۴۴۳۷,نادر	رنجبر,۰۲۱۵۵۵۹۸۱۲۰,۸۸۱۰۵۶۱۱,"آدرس:  خیابان  ۱۵  خرداد  سبزه  میدان
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۱۳۱"
124,خرده فروشي سکه طلا,۱۴۰۳۷۱۲۴۹۳,صفر	فیضی پور,۵۵۳۱۴۲۰۴,۸۸۱۰۵۶۱۱,"آدرس:  میدان  بهمن  یار  ابتدای  خالقی  پور
پلاک  آبی:
کد  پستی:  ۱۸۱۹۹۹۹۷۶۹"
125,خرده فروشي سکه طلا,۱۴۰۳۹۳۴۱۴۳,محسن زندی,۷۷۲۹۵۱۶۷,۸۸۱۰۵۶۱۱,"آدرس:  تهرانپاس  خیابان  هجربن  عدی
پلاک  آبی:
کد  پستی:  ۱۶۵۱۷۹۹۹۵۷"
126,خرده فروشي سکه طلا,۰۴۶۶۱۵۵۳۸۶,رضا	ابراهیمی,۴۴۲۰۹۸۹۱,۴۴۲۹۷۰۴۰,"آدرس:  خیابان  ستارخان  فلکه  اول  صادقیه  پاساژ  شبنم  طبقه  زیرین
پلاک  آبی:
کد  پستی:  ۱۴۵۱۷۹۳۸۳۳"
127,خرده فروشي سکه طلا,۱۴۰۳۳۸۶۸۳۸,علی	مقصودی,۳۳۹۱۳۴۷۵,۴۴۲۹۷۰۴۰,"آدرس:  خیابان  جمهوری  روبروی  باغ  سپهسالار  پاساژمرداس
پلاک  آبی:
کد  پستی:  ۱۱۴۳۹۱۹۷۷۰"
128,خرده فروشي سکه طلا,۱۴۰۳۰۵۷۸۲۲,حسین عرب گل,۶۶۷۳۴۴۴۸,۴۴۲۹۷۰۴۰,"آدرس:  خیابان  فردوسی  شمالی  چهارراه  کوشک  خیابان  صادق  پاساژ  مروارید
پلاک  آبی:
کد  پستی:  ۱۱۳۱۹۴۵۳۵۴"
129,خرده فروشي سکه طلا,۰۴۶۶۷۴۰۲۱۵,محمود رضائی,۷۷۷۱۷۸۷۷,۴۴۲۹۷۰۴۰,"آدرس:  خیابان  تهرانپارس  فلکه  دوم  نبش  خیابان۱۷۰شرقی
پلاک  آبی:
کد  پستی:  ۱۶۵۴۶۹۶۶۳۳"
130,خرده فروشي سکه طلا,۱۴۰۳۵۷۶۶۴۲,محمدمهدی بیگدلی,۳۶۹۱۶۲۹۰,۴۴۲۹۷۰۴۰,"آدرس:  خیابان  ناصر  خسرو  مجتمع  تجاری  شمس  العماره
پلاک  آبی:
کد  پستی:  ۱۱۱۴۹۴۴۹۵۹"
131,خرده فروشي سکه طلا,۱۴۰۳۴۶۳۶۰۱,محسن حیدری,۲۲۰۶۶۰۱۱,۴۴۲۹۷۰۴۰,"آدرس:  سعادت  آباد  علامه  شمالي  پاساژ  سهيل
پلاک  آبی:
کد  پستی:  ۱۹۹۷۹۸۵۱۱۹"
132,خرده فروشي سکه طلا,۱۴۰۳۵۶۲۰۳۴,امیرحسین ذولفقاری جو,۸۸۸۰۱۴۲۱,۴۴۲۹۷۰۴۰,"آدرس:  کريمخان  نبش  آبان  شمالي  ک  آبيار  پاساژ  دايموند
پلاک  آبی:
کد  پستی:  ۱۵۹۷۶۴۳۱۳۵"
133,خرده فروشي سکه طلا,۱۴۰۳۲۴۴۱۷۶,محمدحسین سلیمانی صدر,۵۵۶۰۸۲۳۸,۴۴۲۹۷۰۴۰,"آدرس:  ۱۵  خرداد  ابتدای  بازار  زرگر  ها
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۷۳۴۴۸"
134,خرده فروشي سکه طلا,۱۴۰۳۴۹۸۳۹۴,محمدرضا	چنگی,۵۵۹۸۰۲۳۰,۴۴۲۹۷۰۴۰,"آدرس:  خیابان  پانزده  خرداد  زیرزمین  سبزه  میدان  پاساژ  طلا  و  جواهر
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۱۶۸"
135,خرده فروشي سکه طلا,۱۴۰۳۶۳۲۷۱۷,مجید  خالقی,۳۳۳۶۶۲۹۵,۴۴۲۹۷۰۴۰,"آدرس:  خیابان  پیروزی  چهارراه  کوکاکولا  پاساژ  کساء
پلاک  آبی:
کد  پستی:  ۱۷۶۵۶۹۳۳۱۹"
136,خرده فروشي سکه طلا,۱۴۰۳۴۴۱۵۸۸,مهدی حسنی,۷۷۷۵۹۰۳۵,۴۴۲۹۷۰۴۰,"آدرس:  خیابان  پیروزی  چهارراه  کوکاکولا  پاساژ  پانوراما
پلاک  آبی:
کد  پستی:  ۱۷۳۶۸۱۳۳۶۵"
137,خرده فروشي سکه طلا,۱۴۰۳۰۸۷۷۱۶,ناصر	علی نژادشهریور,۰۲۱۸۶۰۳۸۱۶۹,۴۴۲۹۷۰۴۰,"آدرس:  کریمخان  پاساژ  الماس
پلاک  آبی:
کد  پستی:  ۱۵۹۸۷۳۷۹۵۲"
138,خرده فروشي سکه طلا,۱۴۰۳۶۴۰۴۲۷,علیرضا آرین مهر,۴۴۰۳۵۲۹۵,۴۴۲۹۷۰۴۰,"آدرس:  ستاری  نبش  پیامبر  پاساژ  کورش
پلاک  آبی:
کد  پستی:  ۱۴۷۳۶۱۱۴۹۲"
139,خرده فروشي سکه طلا,۱۴۰۳۵۸۰۸۲۴,رضا	دانشی مقدم,۵۶۹۰۴۲۷۰,۴۴۲۹۷۰۴۰,"آدرس:  خیابان  ۱۵  خرداد  روبروی  میدان  ارگ  پاساژ  دلگشا
پلاک  آبی:
کد  پستی:  ۱۱۶۱۹۶۹۶۵۹"
140,خرده فروشي سکه طلا,۱۴۰۳۹۰۴۶۸۳,کیارش جوادی اصفهانی,۰۹۱۲۱۷۹۴۳۴۵,۴۴۲۹۷۰۴۰,"آدرس:  تهران  کوی  نصر  خیابان  شهید  ناظریان  قمی  خیابان  جواد  فاضل  شمالی
پلاک  آبی:
کد  پستی:  ۱۴۴۶۶۱۴۱۹۳"
141,خرده فروشي سکه طلا,۱۴۰۳۷۴۱۰۴۹,کاووس ترکاشوند,۰۹۳۹۲۳۴۰۶۱۷,۴۴۲۹۷۰۴۰,"آدرس:  تهران  میدان  جهاد  شهید  گمنام  مجتمع  تجاری  پرنیان
پلاک  آبی:
کد  پستی:  ۱۴۳۱۶۵۴۶۴۶"
142,خرده فروشي سکه طلا,۱۱۴۰۳۹۸۲۵۳۲,قاسم	رزجی,۶۶۱۴۲۳۷۸,۴۴۲۹۷۰۴۰,"آدرس:  یافت  اباد  چهار  راه  قهوه  خانه  پاساژ  مروارید
پلاک  آبی:
کد  پستی:  ۱۳۷۴۶۱۴۳۵۶"
143,خرده فروشي سکه طلا,۱۴۰۳۰۲۰۴۰۵,حمید	پورنیک صفت,۹۱۰۹۶۹۴۶,۴۴۲۹۷۰۴۰,"آدرس:  ۱۵  خرداد  میدان  ارگ  پاساژ  رضا
پلاک  آبی:
کد  پستی:  ۱۱۶۱۹۶۴۵۵۴"
144,خرده فروشي سکه طلا,۱۴۰۳۸۲۳۴۰۶,بهمن  افشار,۶۶۳۴۰۰۷۳,۴۴۲۹۷۰۴۰,"آدرس:  میدان  فردوسی  مجتمع  تجارت  جهانی
پلاک  آبی:
کد  پستی:  ۱۱۴۵۶۸۳۷۵۸"
145,خرده فروشي سکه طلا,۱۴۰۳۸۹۹۶۳۱,سیاوش مظفریان,۲۲۲۲۱۱۳۳,۴۴۲۹۷۰۴۰,"آدرس:  خیابان  میرداماد  بعد  از  میدان  محسنی  نبش  خیابان  سید  حسینی
پلاک  آبی:
کد  پستی:  ۱۹۱۱۹۱۵۹۴۱"
146,خرده فروشي سکه طلا,۱۴۰۳۸۵۰۴۲۶,حسن  وفا,۵۵۳۵۴۲۹۲,۴۴۲۹۷۰۴۰,"آدرس:  نازی  آباد  خیابان  بابائی  نبش  کوچه  جعفری
پلاک  آبی:
کد  پستی:  ۱۸۱۵۶۸۹۳۸۵"
147,خرده فروشي سکه طلا,۱۴۰۳۱۹۲۳۵۸,فرشاد حبیب نژاد بهتاش,۲۲۰۸۶۶۰۳,۴۴۲۹۷۰۴۰,"آدرس:  سعادت  آباد  میدان  کاج  مجتمع  تجاری  سروستان
پلاک  آبی:
کد  پستی:  ۱۹۹۷۹۹۸۱۵۸"
148,خرده فروشي سکه طلا,۰۴۶۶۲۶۸۰۴۸,اصلان  تقوی قلعه,۶۶۷۰۸۷۸۰,۴۴۲۹۷۰۴۰,"آدرس:  خیابان  جمهوری  نرسیده  به  چهاراره  استانبول
پلاک  آبی:
کد  پستی:  ۱۱۳۵۹۳۵۹۱۴"
149,خرده فروشي سکه طلا,۱۴۰۳۹۷۶۷۹۹,اسماعیل جوادی,۳۳۹۰۰۸۸۷,۴۴۲۹۷۰۴۰,"آدرس:  خیابان  پانزده  خرداد  جنب  سرای  سینا  پاساژسینا  سنتر
پلاک  آبی:
کد  پستی:  ۱۱۱۴۹۴۸۶۴۲"
150,خرده فروشي سکه طلا,۱۴۰۳۶۳۳۲۴۰,محمود مختاری درخشان فرد,۵۵۳۸۷۶۰۴,۴۴۲۹۷۰۴۰,"آدرس:  میدان  راه  آهن  خیابان  ولیعصر  خیابان  مختاری
پلاک  آبی:
کد  پستی:  ۱۱۹۶۷۱۴۹۴۳"
151,خرده فروشي سکه طلا,۱۴۰۳۳۳۴۵۸۰,مهدی زاهدی سلوط,۶۶۳۴۰۷۱۰,۴۴۲۹۷۰۴۰,"آدرس:  خیابان  فردوسی  مجتمع  تجارت  جهانی
پلاک  آبی:
کد  پستی:  ۱۱۴۵۶۸۳۶۹۹"
152,خرده فروشي سکه طلا,۱۴۰۳۹۳۶۳۷۷,فرشاد	زارعی نژاد,۵۶۰۹۸۶۰۶,۴۴۲۹۷۰۴۰,"آدرس:  ۱۵  خرداد  سبزه  میدان  پاساژ  تهران
پلاک  آبی:
کد  پستی:  ۱۱۶۱۸۳۷۳۳۹"
153,خرده فروشي سکه طلا,۰۴۱۵۰۹۶۲۴۴,محمد حیدری,۶۶۷۴۱۳۵۶,۴۴۲۹۷۰۴۰,"آدرس:  خیابان  جمهوری  اسلامی  چهارراه  استانبول  پاساژگلشن
پلاک  آبی:
کد  پستی:  ۱۱۳۵۹۳۷۳۱۹"
154,خرده فروشي سکه طلا,۱۴۰۳۳۷۴۸۲۸,مجید باشی,۲۲۶۳۶۴۴۰,۴۴۲۹۷۰۴۰,"آدرس:  خیابان  شریعتی  خیابان  دولت  سه  راه  نشاط
پلاک  آبی:
کد  پستی:  ۱۹۳۹۷۹۴۷۱۶"
155,خرده فروشي سکه طلا,۰۴۶۶۷۳۶۹۰۰,فرهاد بهگوی,۲۲۲۶۱۸۳۹,۴۴۲۹۷۰۴۰,"آدرس:  میر  داماد  میدان  محسنی  خیابان  شاه  نظری  خیابان  ناز  آفرین  پاساژ  مادر
پلاک  آبی:
کد  پستی:  ۱۵۴۵۹۴۵۶۱۹"
156,خرده فروشي سکه طلا,۱۴۰۳۰۱۰۰۳۲,حسین متولی,۴۴۳۱۵۷۷۵,۴۴۲۹۷۰۴۰,"آدرس:  شهران  بالاتراز  فلکه  دوم  خیابان  شهید  مهدی  قشلاقی  پاساژ  مهدی
پلاک  آبی:
کد  پستی:  ۱۴۷۸۷۳۱۹۱۷"
157,خرده فروشي سکه طلا,۰۱۳۵۱۲۶۹۶۳,عباس مفتاحی,۵۵۶۲۴۹۹۰,۴۴۲۹۷۰۴۰,"آدرس:  خیابان  پانزده  خرداد  سبزه  میدان  پاساژ  طلا  و  جواهر
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۳۳۵"
158,خرده فروشي سکه طلا,۱۴۰۳۷۳۶۱۷۷,مینو	بهرامیان,۰۲۱۲۲۹۱۲۰۹۸,۴۴۲۹۷۰۴۰,"آدرس:  میرداماد  جنب  متروی  میرداماد  مجتمع  رز
پلاک  آبی:
کد  پستی:  ۱۹۱۹۹۹۳۴۷۸"
159,خرده فروشي سکه طلا,۱۴۰۳۹۶۲۷۹۰,پیمان شیردل,,۴۴۲۹۷۰۴۰,"آدرس:  بلوار  میرداماد  جنب  مسجد  الغدیر  مجتمع  پاسارگاد
پلاک  آبی:
کد  پستی:  ۱۹۱۱۶۱۸۸۶۶"
160,خرده فروشي سکه طلا,۱۴۰۳۵۳۴۵۵۲,حامد محمدپورزرندی,,۴۴۲۹۷۰۴۰,"آدرس:  خيابان  کارگر  شمالي  بين  خيابان  ۱۲  و۱۴  مرکز  تجاري  احسان
پلاک  آبی:
کد  پستی:  ۱۴۳۹۷۴۴۴۱۶"
161,خرده فروشي سکه طلا,۱۴۰۳۹۳۱۷۶۳,زهرا	لشگری,,۴۴۲۹۷۰۴۰,"آدرس:  چیتگر  بلوار  کوهک  نبش  نسیم  ۱۶  پاساژ  طوبی
پلاک  آبی:
کد  پستی:  ۱۴۸۵۷۱۶۶۷۳"
162,خرده فروشي سکه طلا,۱۴۰۳۳۸۴۱۰۲,سیدمنعم علوی تهرانی,۶۶۷۵۰۸۸۹,۴۴۲۹۷۰۴۰,"آدرس:  خیابان  فردوسی  پائین  ترازچهارراه  استانبول
پلاک  آبی:
کد  پستی:  ۱۱۳۵۹۳۷۵۴۵"
163,خرده فروشي سکه طلا,۱۴۰۳۹۳۸۶۰۷,حسین فخاریان,۶۶۴۲۵۸۳۷,۴۴۲۹۷۰۴۰,"آدرس:  تهران  سلسبیل  شمالی  کوچه  عبدالرضا  عبداله  زاده  خیابان  آذربایجان  جنب  پاساژ  روما
پلاک  آبی:
کد  پستی:  ۱۳۴۵۷۳۶۸۱۱"
164,خرده فروشي سکه طلا,۰۴۶۶۶۶۱۱۱۸,امیرحسین	شکری,۴۶۰۹۳۰۸۹,۴۴۲۹۷۰۴۰,"آدرس:  خیابان  آیت  اله  کاشانی  روبروی  مسجد  نظام  مافی  مجتمع  اترک
پلاک  آبی:
کد  پستی:  ۱۴۸۳۹۵۸۰۷۴"
